Start Time,Year,Month,Day,Hour,Longitude,Latitude,Province Code,Reference Object,Hail Diameter (mm)
9/11/2009 1:00,2009,9,11,1,-98.359,49.183,MB,loonie,26.5
9/11/2009 1:28,2009,9,11,1,-98.674,49.24,MB,quarter,24
9/11/2009 1:50,2009,9,11,1,-97.761,49.155,MB,pea,8
9/11/2009 4:00,2009,9,11,4,-96.949,49.317,MB,small,5
9/15/2009 10:10,2009,9,15,10,-105.77,53.24,SK,nickel,21
9/18/2009 0:00,2009,9,18,0,-110.267,49.878,AB,penny,19
9/26/2009 22:45,2009,9,26,22,-113.78,52.43,AB,nickel,21
9/26/2009 23:05,2009,9,26,23,-113.95,52.03,AB,golf ball,43
4/13/2010 15:10,2010,4,13,15,-103.85,49.67,SK,marble,16
4/13/2010 16:44,2010,4,13,16,-104.62,50.45,SK,dime,18
5/3/2010 23:37,2010,5,3,23,-108.1,49.95,SK,loonie,26.5
5/20/2010 22:20,2010,5,20,22,-106.633,52.117,SK,large,25
5/28/2010 14:25,2010,5,28,14,-96.684,49.526,MB,marble,16
5/28/2010 17:40,2010,5,28,17,-97.94,49.366,MB,nickel,21
5/28/2010 18:25,2010,5,28,18,-97.559,49.105,MB,nickel,21
5/28/2010 18:45,2010,5,28,18,-96.511,49.284,MB,quarter,24
5/28/2010 19:00,2010,5,28,19,-96.267,49.104,MB,dime,18
5/29/2010 15:55,2010,5,29,15,-100.628,49.766,MB,golf ball,43
5/29/2010 22:43,2010,5,29,22,-97.044,49.983,MB,dime,18
5/31/2010 18:50,2010,5,31,18,-97.052,49.497,MB,dime,18
5/31/2010 19:03,2010,5,31,19,-96.684,49.526,MB,smaller than dime,15
5/31/2010 19:55,2010,5,31,19,-95.881,50.149,MB,measured 12mm,12
6/1/2010 20:20,2010,6,1,20,-112.8,49.033,AB,pea,8
6/2/2010 1:20,2010,6,2,1,-113.682,50.097,AB,penny,19
6/2/2010 22:10,2010,6,2,22,-100.648,52.035,MB,marble,16
6/3/2010 20:05,2010,6,3,20,-105.567,50.333,SK,penny,19
6/3/2010 21:45,2010,6,3,21,-108.933,53.017,SK,nickel,21
6/3/2010 22:40,2010,6,3,22,-108,52.067,SK,nickel,21
6/3/2010 22:55,2010,6,3,22,-109.017,52.75,SK,dime,18
6/3/2010 23:55,2010,6,3,23,-106.433,51.633,SK,dime,18
6/4/2010 1:22,2010,6,4,1,-105.433,51.35,SK,nickel,21
6/5/2010 18:15,2010,6,5,18,-108.36,50.286,SK,shot,8
6/5/2010 18:55,2010,6,5,18,-100.737,49.255,MB,marble,16
6/5/2010 19:35,2010,6,5,19,-100.416,49.14,MB,dime,18
6/7/2010 19:00,2010,6,7,19,-103.867,51.75,SK,estimated 10mm,10
6/7/2010 21:00,2010,6,7,21,-96.665,51.135,MB,pea,8
6/7/2010 23:26,2010,6,7,23,-105.733,49.2,SK,pea,8
6/8/2010 20:00,2010,6,8,20,-97.574,49.528,MB,quarter,24
6/8/2010 20:10,2010,6,8,20,-98.949,49.146,MB,nickel,21
6/8/2010 20:35,2010,6,8,20,-98.486,49.001,MB,nickel,21
6/8/2010 22:00,2010,6,8,22,-97.574,49.593,MB,penny,19
6/8/2010 22:00,2010,6,8,22,-97.361,50.398,MB,nickel,21
6/8/2010 22:43,2010,6,8,22,-97.94,49.366,MB,loonie,26.5
6/8/2010 23:00,2010,6,8,23,-117.583,53.4,AB,dime,18
6/8/2010 23:55,2010,6,8,23,-97.552,49.883,MB,marble,16
6/9/2010 1:22,2010,6,9,1,-97.758,49.903,MB,dime,18
6/9/2010 2:28,2010,6,9,2,-114.483,51.55,AB,toonie,28
6/13/2010 23:12,2010,6,13,23,-115.843,53.582,AB,grape,16
6/15/2010 2:40,2010,6,15,2,-112.083,49.15,AB,estimated 6mm,6
6/17/2010 6:00,2010,6,17,6,-102.467,49.233,SK,marble,16
6/17/2010 20:50,2010,6,17,20,-99.477,49.095,MB,dime,18
6/19/2010 20:20,2010,6,19,20,-106.017,53.017,SK,pea,8
6/20/2010 21:46,2010,6,20,21,-106.967,50.117,SK,nickel,21
6/20/2010 22:00,2010,6,20,22,-106.967,50.117,SK,quarter,24
6/21/2010 2:25,2010,6,21,2,-101.8,49.167,SK,loonie,26.5
6/21/2010 17:30,2010,6,21,17,-105.4,49.69,SK,quarter,24
6/21/2010 18:30,2010,6,21,18,-109.517,49.758,SK,penny,19
6/21/2010 20:36,2010,6,21,20,-115.27,52.366,AB,pea,8
6/21/2010 21:00,2010,6,21,21,-106.158,50.508,SK,quarter,24
6/21/2010 21:35,2010,6,21,21,-104.617,50.45,SK,golf ball,43
6/21/2010 22:00,2010,6,21,22,-113.517,53.567,AB,unknown,
6/21/2010 22:30,2010,6,21,22,-107.252,49.886,SK,nickel,21
6/21/2010 22:50,2010,6,21,22,-106.883,50.467,SK,quarter,24
6/21/2010 23:00,2010,6,21,23,-113.774,54.699,AB,pea,8
6/21/2010 23:28,2010,6,21,23,-106.55,49.883,SK,quarter,24
6/22/2010 0:30,2010,6,22,0,-105.967,49.933,SK,marble,16
6/22/2010 20:25,2010,6,22,20,-97.639,49.875,MB,marble,16
6/22/2010 20:50,2010,6,22,20,-100.6,50.02,MB,small,5
6/22/2010 21:20,2010,6,22,21,-98.029,50.506,MB,pea,8
6/22/2010 21:25,2010,6,22,21,-98.029,50.506,MB,dime,18
6/22/2010 22:58,2010,6,22,22,-96.957,50.424,MB,nickel,21
6/22/2010 23:10,2010,6,22,23,-97.576,50.142,MB,nickel,21
6/22/2010 23:12,2010,6,22,23,-97.454,50.181,MB,pea,8
6/22/2010 23:18,2010,6,22,23,-97.576,50.142,MB,quarter,24
6/22/2010 23:40,2010,6,22,23,-96.446,50.429,MB,golf ball,43
6/24/2010 20:51,2010,6,24,20,-106.983,51.1,SK,quarter,24
6/24/2010 21:00,2010,6,24,21,-110.9,53.9,AB,pea,8
6/24/2010 21:40,2010,6,24,21,-104.617,50.45,SK,quarter,24
6/24/2010 21:45,2010,6,24,21,-107.133,51.8,SK,nickel,21
6/24/2010 21:47,2010,6,24,21,-104.617,50.45,SK,pea,8
6/24/2010 21:50,2010,6,24,21,-104.617,50.45,SK,marble,16
6/24/2010 22:10,2010,6,24,22,-114.467,53.117,AB,small,5
6/24/2010 22:40,2010,6,24,22,-110.283,53.12,AB,golf ball,43
6/24/2010 23:00,2010,6,24,23,-103.7,49.4,SK,pea,8
6/24/2010 23:15,2010,6,24,23,-106.383,52,SK,marble,16
6/24/2010 23:40,2010,6,24,23,-104.5,50.933,SK,quarter,24
6/25/2010 3:25,2010,6,25,3,-111.75,53.717,AB,marble,16
6/25/2010 3:50,2010,6,25,3,-112.256,53.062,AB,marble,16
6/25/2010 18:00,2010,6,25,18,-106.4,53.217,SK,shot,8
6/25/2010 18:15,2010,6,25,18,-106.4,53.217,SK,pea,8
6/25/2010 20:10,2010,6,25,20,-104.2,49.15,SK,quarter,24
6/25/2010 21:15,2010,6,25,21,-103.25,50.217,SK,pea,8
6/25/2010 21:22,2010,6,25,21,-103.2,50.733,SK,quarter,24
6/25/2010 22:05,2010,6,25,22,-104.467,53.1,SK,marble,16
6/25/2010 22:09,2010,6,25,22,-104.467,53.1,SK,dime,18
6/26/2010 0:00,2010,6,26,0,-103.233,52.067,SK,golf ball,43
6/26/2010 0:00,2010,6,26,0,-103.383,52.133,SK,loonie,26.5
6/26/2010 0:05,2010,6,26,0,-104.05,52.832,SK,nickel,21
6/26/2010 1:10,2010,6,26,1,-102.017,49.2,SK,nickel,21
6/26/2010 18:50,2010,6,26,18,-111.117,52,AB,pea,8
6/26/2010 20:15,2010,6,26,20,-101.6,49.383,SK,pea,8
6/26/2010 20:40,2010,6,26,20,-111.167,50.2,AB,pea,8
6/26/2010 20:48,2010,6,26,20,-101.313,49.394,MB,nickel,21
6/26/2010 21:16,2010,6,26,21,-99.371,49.481,MB,golf ball,43
6/26/2010 22:45,2010,6,26,22,-97.864,49.509,MB,quarter,24
6/26/2010 23:17,2010,6,26,23,-103,51.767,SK,pea,8
6/26/2010 23:29,2010,6,26,23,-107.014,52.367,SK,pea,8
6/26/2010 23:40,2010,6,26,23,-97.183,49.566,MB,quarter,24
6/27/2010 0:00,2010,6,27,0,-108.983,49.433,SK,nickel,21
6/28/2010 23:30,2010,6,28,23,-105.967,51.277,SK,quarter,24
6/28/2010 23:41,2010,6,28,23,-105.983,51.267,SK,dime,18
6/29/2010 0:11,2010,6,29,0,-106.067,51.983,SK,nickel,21
6/29/2010 0:45,2010,6,29,0,-107.767,53.133,SK,golf ball,43
6/29/2010 1:50,2010,6,29,1,-105.433,51.133,SK,dime,18
6/29/2010 22:00,2010,6,29,22,-113.433,50.438,AB,estimated 1 inch,25
6/29/2010 22:50,2010,6,29,22,-113.5,49.876,AB,toonie,28
6/29/2010 23:30,2010,6,29,23,-114.578,52.967,AB,smaller than golf ball,35
6/30/2010 0:20,2010,6,30,0,-113.5,49.867,AB,estimated 19mm,19
6/30/2010 0:50,2010,6,30,0,-113.55,53.267,AB,grape,16
6/30/2010 1:00,2010,6,30,1,-113.417,53.35,AB,estimated 25mm,25
6/30/2010 1:00,2010,6,30,1,-114.083,52.288,AB,quarter,24
6/30/2010 1:30,2010,6,30,1,-113.133,53.505,AB,nickel,21
6/30/2010 1:50,2010,6,30,1,-113.8,52.267,AB,walnut,35
6/30/2010 2:06,2010,6,30,2,-109.483,51.633,SK,marble,16
6/30/2010 3:38,2010,6,30,3,-107.033,52.133,SK,button,10
6/30/2010 3:55,2010,6,30,3,-107.075,52.133,SK,ice cube,29
6/30/2010 4:08,2010,6,30,4,-106.78,52.117,SK,quarter,24
6/30/2010 4:35,2010,6,30,4,-106.487,52.117,SK,golf ball,43
6/30/2010 4:40,2010,6,30,4,-106.604,52.117,SK,quarter,24
6/30/2010 5:25,2010,6,30,5,-106.633,52.117,SK,measured 55mm,55
6/30/2010 5:29,2010,6,30,5,-106.633,52.117,SK,strawberry,27
6/30/2010 5:44,2010,6,30,5,-106.633,52.117,SK,golf ball,43
6/30/2010 6:28,2010,6,30,6,-105.117,52.2,SK,golf ball,43
6/30/2010 23:50,2010,6,30,23,-107.783,54.283,SK,grape,16
6/30/2010 23:55,2010,6,30,23,-107.783,54.283,SK,marble,16
7/1/2010 21:00,2010,7,1,21,-103.95,50.783,SK,pea,8
7/1/2010 22:03,2010,7,1,22,-103.55,51.07,SK,larger than marble,18
7/1/2010 22:25,2010,7,1,22,-102.467,51.217,SK,toonie,28
7/1/2010 22:50,2010,7,1,22,-102.467,51.217,SK,golf ball,43
7/2/2010 0:53,2010,7,2,0,-102.167,51.033,SK,pea,8
7/2/2010 1:08,2010,7,2,1,-102.167,51.033,SK,pea,8
7/2/2010 1:20,2010,7,2,1,-107.85,49.933,SK,golf ball,43
7/2/2010 1:30,2010,7,2,1,-107.7,50.017,SK,tennis,67
7/2/2010 1:50,2010,7,2,1,-103.95,50.783,SK,quarter,24
7/2/2010 1:55,2010,7,2,1,-103.85,50.90179,SK,nickel,21
7/2/2010 2:30,2010,7,2,2,-103.55,50.89,SK,estimated 1 inch,25
7/2/2010 2:45,2010,7,2,2,-107.25,50.177,SK,quarter,24
7/2/2010 3:00,2010,7,2,3,-106.967,50.117,SK,golf ball,43
7/2/2010 3:05,2010,7,2,3,-106.967,50.117,SK,marble,16
7/2/2010 3:30,2010,7,2,3,-107.133,50.983,SK,quarter,24
7/2/2010 3:30,2010,7,2,3,-103.083,50.883,SK,pea,8
7/2/2010 18:40,2010,7,2,18,-108.567,49.345,SK,golf ball,43
7/2/2010 19:35,2010,7,2,19,-107.633,49.967,SK,nickel,21
7/2/2010 19:45,2010,7,2,19,-107.247,50.116,SK,golf ball,43
7/2/2010 20:20,2010,7,2,20,-106.55,50.44,SK,quarter,24
7/2/2010 21:13,2010,7,2,21,-106.017,50.733,SK,larger than golf ball,50
7/2/2010 22:22,2010,7,2,22,-105.433,51.133,SK,quarter,24
7/2/2010 22:29,2010,7,2,22,-105.433,51.133,SK,quarter,24
7/2/2010 22:30,2010,7,2,22,-105.467,51.233,SK,penny,19
7/2/2010 22:55,2010,7,2,22,-105,51.3,SK,loonie,26.5
7/3/2010 0:10,2010,7,3,0,-103.867,51.75,SK,nickel,21
7/3/2010 2:12,2010,7,3,2,-103.85,50.9,SK,nickel,21
7/3/2010 2:20,2010,7,3,2,-103.7,51.7,SK,golf ball,43
7/3/2010 3:15,2010,7,3,3,-103.417,50.75,SK,toonie,28
7/3/2010 4:00,2010,7,3,4,-103.017,50.717,SK,loonie,26.5
7/3/2010 4:20,2010,7,3,4,-102.833,50.75,SK,quarter,24
7/3/2010 14:05,2010,7,3,14,-95.975,49.954,MB,nickel,21
7/3/2010 16:10,2010,7,3,16,-95.553,49.988,MB,nickel,21
7/3/2010 23:00,2010,7,3,23,-96.648,49.526,MB,nickel,21
7/3/2010 23:15,2010,7,3,23,-96.684,49.526,MB,softball,97
7/3/2010 23:40,2010,7,3,23,-99.241,50.459,MB,nickel,21
7/4/2010 0:35,2010,7,4,0,-98.641,50.536,MB,loonie,26.5
7/5/2010 19:45,2010,7,5,19,-102.267,53.967,SK,golf ball,43
7/5/2010 21:45,2010,7,5,21,-97.146,49.884,MB,dime,18
7/8/2010 21:02,2010,7,8,21,-108.7,52.417,SK,pea,8
7/8/2010 22:50,2010,7,8,22,-105.133,53.017,SK,small,5
7/8/2010 23:03,2010,7,8,23,-105.033,52.95,SK,small gumball,16
7/9/2010 1:25,2010,7,9,1,-104.3,51.536,SK,marble,16
7/9/2010 21:16,2010,7,9,21,-111.263,54.017,AB,toonie,28
7/9/2010 21:33,2010,7,9,21,-101.288,49.569,MB,pea,8
7/9/2010 23:30,2010,7,9,23,-107.017,53.833,SK,dime,18
7/9/2010 23:47,2010,7,9,23,-109.65,52.233,SK,marble,16
7/10/2010 0:13,2010,7,10,0,-109.5,52.167,SK,marble,16
7/10/2010 0:35,2010,7,10,0,-109.4,52.083,SK,pea,8
7/10/2010 0:44,2010,7,10,0,-114.467,53.117,AB,marble,16
7/10/2010 1:00,2010,7,10,1,-109.633,52.833,SK,pea,8
7/10/2010 1:25,2010,7,10,1,-108.267,52.45,SK,dime,18
7/10/2010 1:30,2010,7,10,1,-108.617,51.95,SK,dime,18
7/10/2010 1:40,2010,7,10,1,-101.633,49.167,SK,dime,18
7/10/2010 1:55,2010,7,10,1,-108.383,51.967,SK,loonie,26.5
7/11/2010 23:55,2010,7,11,23,-114.716,51.851,AB,quarter,24
7/12/2010 0:07,2010,7,12,0,-114.633,51.8,AB,estimated 30mm,30
7/12/2010 2:00,2010,7,12,2,-114.028,51.567,AB,quarter,24
7/12/2010 19:20,2010,7,12,19,-111.833,54.3,AB,small berry,10
7/12/2010 19:32,2010,7,12,19,-114.083,51.05,AB,golf ball,43
7/12/2010 20:32,2010,7,12,20,-110.85,53.309,AB,golf ball,43
7/12/2010 20:35,2010,7,12,20,-110.85,53.367,AB,baseball,74
7/12/2010 22:30,2010,7,12,22,-111.181,52.667,AB,golf ball,43
7/12/2010 22:50,2010,7,12,22,-109.383,51.217,SK,estimated 1 inch,25
7/12/2010 23:38,2010,7,12,23,-105.728,49.517,SK,nickel,21
7/12/2010 23:45,2010,7,12,23,-105.65,49.583,SK,quarter,24
7/13/2010 0:25,2010,7,13,0,-106.104,49.968,SK,nickel,21
7/13/2010 0:40,2010,7,13,0,-105.252,49.583,SK,golf ball,43
7/13/2010 1:40,2010,7,13,1,-109.02,52.941,SK,golf ball,43
7/13/2010 2:32,2010,7,13,2,-104.283,49.45,SK,golf ball,43
7/13/2010 15:30,2010,7,13,15,-102.433,51.633,SK,nickel,21
7/13/2010 19:52,2010,7,13,19,-99.843,50.245,MB,quarter,24
7/13/2010 20:25,2010,7,13,20,-99.469,50.376,MB,pea,8
7/13/2010 20:40,2010,7,13,20,-104.613561,50.45,SK,marble,16
7/13/2010 21:35,2010,7,13,21,-99.532,51.485,MB,small,5
7/14/2010 0:00,2010,7,14,0,-97.321,49.614,MB,pea,8
7/14/2010 5:00,2010,7,14,5,-97.146,49.884,MB,quarter,24
7/14/2010 14:35,2010,7,14,14,-98.036,50.257,MB,pea,8
7/14/2010 18:20,2010,7,14,18,-97.214,50.639,MB,nickel,21
7/14/2010 19:30,2010,7,14,19,-96.989,50.717,MB,marble,16
7/15/2010 19:35,2010,7,15,19,-108.7,53.54,SK,dime,18
7/15/2010 22:25,2010,7,15,22,-114.064,52.935,AB,estimated 25mm,25
7/16/2010 0:10,2010,7,16,0,-112.156,53.957,AB,cherry,27
7/16/2010 14:10,2010,7,16,14,-113.733,53.367,AB,pea,8
7/16/2010 21:45,2010,7,16,21,-111.856,50.755,AB,golf ball,43
7/16/2010 21:47,2010,7,16,21,-111.883,52.217,AB,toonie,28
7/16/2010 22:28,2010,7,16,22,-111.78,50.957,AB,golf ball,43
7/16/2010 23:20,2010,7,16,23,-109.633,52.833,SK,penny,19
7/17/2010 0:00,2010,7,17,0,-109.667,50.767,SK,nickel,21
7/17/2010 0:06,2010,7,17,0,-109.667,50.767,SK,penny,19
7/17/2010 1:57,2010,7,17,1,-115.062,52.278,AB,golf ball,43
7/19/2010 21:49,2010,7,19,21,-113.317,49.467,AB,toonie,28
7/19/2010 23:12,2010,7,19,23,-112.8,49.033,AB,loonie,26.5
7/20/2010 19:25,2010,7,20,19,-103.8,49.15,SK,marble,16
7/20/2010 22:10,2010,7,20,22,-112.333,53.6,AB,pea,8
7/21/2010 23:30,2010,7,21,23,-110.917,54.595,AB,larger than pea,12
7/22/2010 19:55,2010,7,22,19,-108.283,52.783,SK,dime,18
7/22/2010 20:37,2010,7,22,20,-108.6,52.933,SK,nickel,21
7/22/2010 21:10,2010,7,22,21,-110.783,50.083,AB,shot,8
7/22/2010 23:30,2010,7,22,23,-110.867,52.817,AB,marble,16
7/23/2010 0:35,2010,7,23,0,-113.57,49.867,AB,marble,16
7/24/2010 0:50,2010,7,24,0,-99.641,49.806,MB,pea,8
7/25/2010 0:02,2010,7,25,0,-112.156,53.957,AB,pea,8
7/25/2010 18:10,2010,7,25,18,-104.892,53.137,SK,marble,16
7/25/2010 23:48,2010,7,25,23,-104.817,52.317,SK,quarter,24
7/25/2010 23:50,2010,7,25,23,-104.033,53.117,SK,marble,16
7/25/2010 23:55,2010,7,25,23,-104.817,52.259,SK,loonie,26.5
7/25/2010 23:55,2010,7,25,23,-105.133,52.05,SK,golf ball,43
7/26/2010 1:20,2010,7,26,1,-104.733,52,SK,golf ball,43
7/26/2010 1:40,2010,7,26,1,-114.342,51.8,AB,nickel,21
7/26/2010 2:10,2010,7,26,2,-114.133,51.667,AB,toonie,28
7/26/2010 2:40,2010,7,26,2,-104.35,51.767,SK,toonie,28
7/26/2010 3:00,2010,7,26,3,-113.549,51.549,AB,golf ball,43
7/26/2010 18:50,2010,7,26,18,-97.311,51.917,MB,dime,18
7/26/2010 22:30,2010,7,26,22,-111.217,52.387,AB,pea,8
7/26/2010 23:17,2010,7,26,23,-106.35,49.117,SK,golf ball,43
7/26/2010 23:55,2010,7,26,23,-102.597,49.031,SK,marble,16
7/27/2010 0:00,2010,7,27,0,-102.506,49,SK,grape,16
7/27/2010 0:15,2010,7,27,0,-97.926,49.932,MB,loonie,26.5
7/27/2010 0:43,2010,7,27,0,-97.869,49.903,MB,toonie,28
7/27/2010 1:00,2010,7,27,1,-97.758,49.83,MB,golf ball,43
7/27/2010 1:10,2010,7,27,1,-96.884,50.144,MB,quarter,24
7/27/2010 1:13,2010,7,27,1,-97.617,49.772,MB,golf ball,43
7/27/2010 1:25,2010,7,27,1,-97.321,49.774,MB,toonie,28
7/27/2010 1:50,2010,7,27,1,-96.174,50.254,MB,estimated 35mm,35
7/27/2010 1:55,2010,7,27,1,-96.843,49.944,MB,loonie,26.5
7/27/2010 2:01,2010,7,27,2,-96.707,50.078,MB,golf ball,43
7/28/2010 22:15,2010,7,28,22,-117.083,53.167,AB,pea,8
7/29/2010 0:55,2010,7,29,0,-114.233,50.533,AB,quarter,24
7/29/2010 0:57,2010,7,29,0,-114.233,50.533,AB,golf ball,43
7/29/2010 22:00,2010,7,29,22,-107.3,49.717,SK,marble,16
7/29/2010 23:14,2010,7,29,23,-111.117,52,AB,loonie,26.5
7/30/2010 0:54,2010,7,30,0,-115.683,54.15,AB,half golf ball,21
7/30/2010 1:54,2010,7,30,1,-105.867,50.467,SK,dime,18
7/30/2010 18:00,2010,7,30,18,-102.05,52.117,SK,pea,8
7/30/2010 18:40,2010,7,30,18,-103.017,50.717,SK,penny,19
7/30/2010 19:30,2010,7,30,19,-102.483,49.633,SK,dime,18
7/30/2010 20:36,2010,7,30,20,-102.167,49.233,SK,marble,16
7/30/2010 22:18,2010,7,30,22,-103.433,49.883,SK,dime,18
7/30/2010 22:25,2010,7,30,22,-103.651,50.264,SK,estimated 1 inch,25
7/30/2010 23:00,2010,7,30,23,-115.716,52.079,AB,baseball,74
7/30/2010 23:12,2010,7,30,23,-114.67,51.328,AB,golf ball,43
7/30/2010 23:45,2010,7,30,23,-114.467,51.318,AB,estimated 50mm,50
7/31/2010 2:14,2010,7,31,2,-113.983,53.039,AB,quarter,24
7/31/2010 2:21,2010,7,31,2,-113.733,53.367,AB,quarter,24
7/31/2010 12:40,2010,7,31,12,-103.667,50.533,SK,estimated 20mm,20
7/31/2010 15:16,2010,7,31,15,-102.35,50.217,SK,dime,18
7/31/2010 21:11,2010,7,31,21,-105.633,49.383,SK,pea,8
7/31/2010 21:30,2010,7,31,21,-105.633,49.383,SK,larger than dime,21
7/31/2010 21:55,2010,7,31,21,-102.267,49.633,SK,golf ball,43
7/31/2010 22:00,2010,7,31,22,-101.533,49.833,SK,smaller than quarter,23
7/31/2010 22:03,2010,7,31,22,-101.466,49.833,SK,larger than pea,12
7/31/2010 22:09,2010,7,31,22,-102.267,49.633,SK,twice golf ball,86
7/31/2010 22:31,2010,7,31,22,-101.956,49.383,SK,golf ball,43
7/31/2010 22:46,2010,7,31,22,-101.288,49.569,MB,nickel,21
7/31/2010 23:30,2010,7,31,23,-102.283,49.267,SK,golf ball,43
8/1/2010 1:00,2010,8,1,1,-100.053,49,MB,quarter,24
8/1/2010 1:34,2010,8,1,1,-108.1,49.95,SK,golf ball,43
8/1/2010 1:41,2010,8,1,1,-113.117,50.133,AB,shot,8
8/1/2010 18:25,2010,8,1,18,-103.1,50.504,SK,golf ball,43
8/1/2010 20:00,2010,8,1,20,-99.466,50.532,MB,nickel,21
8/1/2010 23:50,2010,8,1,23,-113.021,50.316,AB,pea,8
8/2/2010 19:20,2010,8,2,19,-100.993,50.207,MB,dime,18
8/2/2010 19:52,2010,8,2,19,-100.596,50.181,MB,nickel,21
8/2/2010 21:15,2010,8,2,21,-100.239,50.031,MB,marble,16
8/2/2010 21:17,2010,8,2,21,-100.1256,50.064,MB,quarter,24
8/2/2010 21:35,2010,8,2,21,-113.6,49.133,AB,marble,16
8/2/2010 21:55,2010,8,2,21,-100.477,50.104,MB,quarter,24
8/2/2010 22:10,2010,8,2,22,-99.564,50.048,MB,golf ball,43
8/2/2010 23:00,2010,8,2,23,-112.8,49.033,AB,pea,8
8/3/2010 2:13,2010,8,3,2,-97.864,49.509,MB,quarter,24
8/6/2010 20:40,2010,8,6,20,-111.1,49.483,AB,marble,16
8/6/2010 21:00,2010,8,6,21,-111.883,50.988,AB,pea,8
8/6/2010 22:00,2010,8,6,22,-108.75,50.733,SK,estimated half inch,13
8/6/2010 23:14,2010,8,6,23,-115.367,53.989,AB,quarter,24
8/6/2010 23:20,2010,8,6,23,-108.639,49.6,SK,loonie,26.5
8/7/2010 0:30,2010,8,7,0,-108.284,50.617,SK,dime,18
8/7/2010 1:30,2010,8,7,1,-113.774,54.699,AB,quarter,24
8/7/2010 23:40,2010,8,7,23,-114.433,52.967,AB,estimated 10mm,10
8/8/2010 21:28,2010,8,8,21,-108.474,52.638,SK,marble,16
8/8/2010 21:47,2010,8,8,21,-97.572,51.215,MB,loonie,26.5
8/8/2010 22:05,2010,8,8,22,-105.817,51.05,SK,marble,16
8/8/2010 22:20,2010,8,8,22,-109.6,51.483,SK,quarter,24
8/8/2010 22:50,2010,8,8,22,-115.628,52.365,AB,pea,8
8/8/2010 23:05,2010,8,8,23,-109.167,51.496,SK,marble,16
8/9/2010 0:00,2010,8,9,0,-108.549,51.717,SK,quarter,24
8/9/2010 0:15,2010,8,9,0,-115.133,52.267,AB,pea,8
8/9/2010 0:20,2010,8,9,0,-115.021,52.303,AB,pea,8
8/9/2010 1:30,2010,8,9,1,-114.95,52.083,AB,nickel,21
8/9/2010 1:45,2010,8,9,1,-105.367,53.433,SK,pea,8
8/9/2010 2:00,2010,8,9,2,-102.597,51.135,SK,pea,8
8/9/2010 2:05,2010,8,9,2,-114.896,52.083,AB,dime,18
8/10/2010 0:46,2010,8,10,0,-112.789,52.9,AB,pea,8
8/10/2010 1:22,2010,8,10,1,-112.955,52.767,AB,dime,18
8/10/2010 1:33,2010,8,10,1,-114.083,51.05,AB,pea,8
8/10/2010 3:05,2010,8,10,3,-113.467,53.55,AB,nickel,21
8/10/2010 19:33,2010,8,10,19,-100.055,49.231,MB,pea,8
8/10/2010 22:00,2010,8,10,22,-98.148,50.019,MB,pea,8
8/10/2010 22:00,2010,8,10,22,-111.423,49.148,AB,dime,18
8/10/2010 22:15,2010,8,10,22,-105.133,50.1,SK,loonie,26.5
8/10/2010 22:40,2010,8,10,22,-102.545,49.432,SK,marble,16
8/10/2010 23:40,2010,8,10,23,-104.485,49.963,SK,pea,8
8/10/2010 23:55,2010,8,10,23,-104.1,49.955,SK,marble,16
8/11/2010 0:38,2010,8,11,0,-113.95,49.483,AB,golf ball,43
8/11/2010 1:05,2010,8,11,1,-103.617,49.667,SK,pea,8
8/11/2010 1:50,2010,8,11,1,-109.553,50.165,SK,marble,16
8/11/2010 2:35,2010,8,11,2,-103.267,49.317,SK,marble,16
8/11/2010 2:50,2010,8,11,2,-103.287,49.083,SK,dime,18
8/11/2010 19:15,2010,8,11,19,-112.217,53.867,AB,dime,18
8/11/2010 22:20,2010,8,11,22,-109.999,53.717,SK,quarter,24
8/11/2010 23:25,2010,8,11,23,-106.35,49.117,SK,marble,16
8/11/2010 23:30,2010,8,11,23,-106.367,49,SK,quarter,24
8/11/2010 23:50,2010,8,11,23,-105.95,49.183,SK,marble,16
8/12/2010 1:00,2010,8,12,1,-110.42,49.891,AB,nickel,21
8/12/2010 2:55,2010,8,12,2,-108.783,50.067,SK,quarter,24
8/12/2010 20:15,2010,8,12,20,-104.563,51.532,SK,estimated 19mm,19
8/12/2010 21:35,2010,8,12,21,-110.267,50.109,AB,pea,8
8/12/2010 23:15,2010,8,12,23,-103.233,52.067,SK,quarter,24
8/13/2010 0:10,2010,8,13,0,-101.883,51.233,SK,dime,18
8/13/2010 1:20,2010,8,13,1,-102.283,49.382,SK,quarter,24
8/13/2010 1:59,2010,8,13,1,-101.356,51.23,MB,loonie,26.5
8/13/2010 3:23,2010,8,13,3,-101.624,50.317,SK,quarter,24
8/13/2010 3:30,2010,8,13,3,-103.172,49.269,SK,quarter,24
8/13/2010 3:58,2010,8,13,3,-102.267,49.588,SK,loonie,26.5
8/17/2010 0:34,2010,8,17,0,-113.724,53.8,AB,quarter,24
8/20/2010 3:20,2010,8,20,3,-113.867,52.133,AB,larger than pea,12
8/20/2010 23:00,2010,8,20,23,-98.344,49.536,MB,golf ball,43
8/20/2010 23:25,2010,8,20,23,-98.344,49.551,MB,loonie,26.5
8/21/2010 0:15,2010,8,21,0,-98.333,49.302,MB,nickel,21
8/21/2010 0:40,2010,8,21,0,-97.146,49.884,MB,smaller than quarter,23
8/21/2010 0:50,2010,8,21,0,-97.694,49.465,MB,nickel,21
